Participant,List_Number,Sentence_Text,Item_ID,Model,Source_Lang,Condition,Naturalness,Likelihood,Changes
R_14xYsMxFsyiTozf,9,"`but baad mein incident ke baad, the Upara city boys aur girls ne mujhe  dekh ke  respect se dekha.",9.0,Gemma,English,Baseline,3,1.0,"but incident ke baad, Upara city boys aur girls ne mujhe  respect se dekha"
R_9nVeIBvy0IFPBDx,9,"`but baad mein incident ke baad, the Upara city boys aur girls ne mujhe  dekh ke  respect se dekha.",9.0,Gemma,English,Baseline,3,4.0,
R_14xYsMxFsyiTozf,9,`adverse balance of payment hai ek common trend in developing countries.,7.0,Gemma,English,Baseline,2,1.0,developing countries mein adverse balance of payment ek common trend hai 
R_9nVeIBvy0IFPBDx,9,`adverse balance of payment hai ek common trend in developing countries.,7.0,Gemma,English,Baseline,4,4.0,
R_14xYsMxFsyiTozf,9,`baithak mein appeal-arthee ne anurodh kiya hai ki usse krishna sikand chhod dena chahiye,29.0,Gemma,Hindi,ECT,2,1.0,baithak mein appeal-arthee ne anurodh kiya hai ki usse krishna sikand ko chhod dena chahiye
R_9nVeIBvy0IFPBDx,9,`baithak mein appeal-arthee ne anurodh kiya hai ki usse krishna sikand chhod dena chahiye,29.0,Gemma,Hindi,ECT,1,1.0,
R_14xYsMxFsyiTozf,9,"`mere pyare deshvaasiyo, yeh kaha jata hai ki shiksha badh rahi hai.",24.0,Gemma,Hindi,ECT,2,1.0,"mere pyare deshvaasiyo, yeh kaha jaa rahaa hai ki shiksha badh rahi hai."
R_9nVeIBvy0IFPBDx,9,"`mere pyare deshvaasiyo, yeh kaha jata hai ki shiksha badh rahi hai.",24.0,Gemma,Hindi,ECT,2,2.0,
R_14xYsMxFsyiTozf,9,`ankada akhandata jaanch shuru hogi jaise hee koi likhne yogya disk ghusayi jati hai.,19.0,Gemma,Hindi,ECT,2,1.0,ankada akhandata jaanch shuru hogi jaise hee koi likhne yogya disk ghusayi jaayegi
R_9nVeIBvy0IFPBDx,9,`ankada akhandata jaanch shuru hogi jaise hee koi likhne yogya disk ghusayi jati hai.,19.0,Gemma,Hindi,ECT,1,1.0,
R_14xYsMxFsyiTozf,9,"`India claims 111 enclaves spread over 17,000 acres that fall in Bangladesh territory.",27.0,Gemma,English,ECT,3,1.0,"India claims 111 enclaves spread over 17,000 acres that are in Bangladesh territory"
R_9nVeIBvy0IFPBDx,9,"`India claims 111 enclaves spread over 17,000 acres that fall in Bangladesh territory.",27.0,Gemma,English,ECT,5,5.0,
R_14xYsMxFsyiTozf,9,"`Moreover, woh Gandhi ko inquiry karne ka permission bhi diya.",11.0,Gemma,English,ECT,2,1.0,"Moreover, usne Gandhi ko inquiry karne ka permission bhi diya"
R_9nVeIBvy0IFPBDx,9,"`Moreover, woh Gandhi ko inquiry karne ka permission bhi diya.",11.0,Gemma,English,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,`long spell of economic depression common man ko bahut mushkil hoga.,21.0,Gemma,English,ECT,1,1.0,long spell of economic depression common man ke liye bahut mushkil hoga
R_9nVeIBvy0IFPBDx,9,`long spell of economic depression common man ko bahut mushkil hoga.,21.0,Gemma,English,ECT,2,3.0,
R_14xYsMxFsyiTozf,9,`This site provides an English to Hindi dictionary as well as a Hindi to English dictionary.,22.0,Gemma,English,Matrix,5,5.0,
R_9nVeIBvy0IFPBDx,9,`This site provides an English to Hindi dictionary as well as a Hindi to English dictionary.,22.0,Gemma,English,Matrix,3,4.0,
R_14xYsMxFsyiTozf,9,"`But after the  ghTana, the  shahar ladke aur ladkiyan mujhe bhav dene lage.",9.0,Gemma,English,Matrix,2,1.0,"But after the  ghatna, shahar ke ladke aur ladkiyan mujhe bhav dene lage"
R_9nVeIBvy0IFPBDx,9,"`But after the  ghTana, the  shahar ladke aur ladkiyan mujhe bhav dene lage.",9.0,Gemma,English,Matrix,2,2.0,
R_14xYsMxFsyiTozf,9,"`My hesitancy in bolneka, which was once dukhkar, is now sukhkar.",3.0,Gemma,English,Matrix,4,2.0,
R_9nVeIBvy0IFPBDx,9,"`My hesitancy in bolneka, which was once dukhkar, is now sukhkar.",3.0,Gemma,English,Matrix,2,2.0,
R_14xYsMxFsyiTozf,9,`vahaan ek baad ek bahut saare Kings aur princes ne fish par nishaana saadhne ka prayatn kiya kintu saफलता haath na lagi.,30.0,Gemma,Hindi,Matrix,4,1.0,vahaan ek baar bahut saare Kings aur princes ne fish par nishaana saadhne ka prayatn kiya kintu saफलता haath na lagi.
R_9nVeIBvy0IFPBDx,9,`vahaan ek baad ek bahut saare Kings aur princes ne fish par nishaana saadhne ka prayatn kiya kintu saफलता haath na lagi.,30.0,Gemma,Hindi,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,"`kuch pranalayn Japan-Korea, English-Korea ke liye few shabdavali ke liye vikasit ki gayi hain.",18.0,Gemma,Hindi,Matrix,5,5.0,
R_9nVeIBvy0IFPBDx,9,"`kuch pranalayn Japan-Korea, English-Korea ke liye few shabdavali ke liye vikasit ki gayi hain.",18.0,Gemma,Hindi,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,`Price spread last quarter ke during tolerable limit ke andar hi tha.,20.0,Gemma,Hindi,Matrix,1,1.0,Price spread last quarter mein tolerable limit ke andar hi tha
R_9nVeIBvy0IFPBDx,9,`Price spread last quarter ke during tolerable limit ke andar hi tha.,20.0,Gemma,Hindi,Matrix,4,4.0,
R_14xYsMxFsyiTozf,9,`ve aasankee vyavsaayik kaaryakram chalta hain jiskee vibhinn kaushal ke liye alag-alag avdhi hain.,4.0,Llama,Hindi,Baseline,3,1.0,vo aasanee vyavsaayik kaaryakram chalta hain jiskee vibhinn kaushal ke liye alag-alag avdhi hain
R_9nVeIBvy0IFPBDx,9,`ve aasankee vyavsaayik kaaryakram chalta hain jiskee vibhinn kaushal ke liye alag-alag avdhi hain.,4.0,Llama,Hindi,Baseline,1,1.0,
R_14xYsMxFsyiTozf,9,`wahan ek ke baad ek sabhi rajaon aur raja kumaron ne machhli par nishanaa sadhane ka prayas kiya kinthu safalta hath nahi lagii.,30.0,Llama,Hindi,Baseline,5,5.0,
R_9nVeIBvy0IFPBDx,9,`wahan ek ke baad ek sabhi rajaon aur raja kumaron ne machhli par nishanaa sadhane ka prayas kiya kinthu safalta hath nahi lagii.,30.0,Llama,Hindi,Baseline,2,2.0,
R_14xYsMxFsyiTozf,9,`aap ko phir se aapke job ke liye ek new allotment ke liye arzi bharne pad sakti hai jab aap apni job samapt kar denge.,14.0,Llama,Hindi,Baseline,2,1.0,aap ko phir se aapke job ke liye ek new allotment ke liye arzi bharni pad sakti hai jab aap apna job samapt kar denge
R_9nVeIBvy0IFPBDx,9,`aap ko phir se aapke job ke liye ek new allotment ke liye arzi bharne pad sakti hai jab aap apni job samapt kar denge.,14.0,Llama,Hindi,Baseline,3,3.0,
R_14xYsMxFsyiTozf,9,"`ab yaad rakho, ye sirf dekhaai prakriyaen hain.",13.0,Llama,English,Baseline,5,4.0,
R_9nVeIBvy0IFPBDx,9,"`ab yaad rakho, ye sirf dekhaai prakriyaen hain.",13.0,Llama,English,Baseline,2,2.0,
R_14xYsMxFsyiTozf,9,"`is value ko burning flags ke liye use hue the, jo last time is context mein use hue the.",6.0,Llama,English,Baseline,2,1.0,"Yeh burning flags ke liye use hue the, jo last time is context mein use hue the"
R_9nVeIBvy0IFPBDx,9,"`is value ko burning flags ke liye use hue the, jo last time is context mein use hue the.",6.0,Llama,English,Baseline,2,2.0,
R_14xYsMxFsyiTozf,9,`issey membership ka badalna aur samaj ka bhaujhalik upkaran karna hoga.,17.0,Llama,English,Baseline,4,4.0,issey membership ka badalna aur samaj ka bhaughalik upkaran karna hoga
R_9nVeIBvy0IFPBDx,9,`issey membership ka badalna aur samaj ka bhaujhalik upkaran karna hoga.,17.0,Llama,English,Baseline,1,1.0,
R_14xYsMxFsyiTozf,9,`adverse payment balance developing countries me ek common trend hai.,7.0,Llama,Hindi,ECT,5,5.0,
R_9nVeIBvy0IFPBDx,9,`adverse payment balance developing countries me ek common trend hai.,7.0,Llama,Hindi,ECT,4,4.0,
R_14xYsMxFsyiTozf,9,`if hum aaj qurbani dete hain to uska faayda aane wali pidi kee milti hai.,15.0,Llama,Hindi,ECT,1,1.0,Agar hum aaj qurbani dete hain to uska faayda aane wali pidi ko milta hai.
R_9nVeIBvy0IFPBDx,9,`if hum aaj qurbani dete hain to uska faayda aane wali pidi kee milti hai.,15.0,Llama,Hindi,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,"`other attractions mein chaar museum, ek sculpture ground aur ek open air stage shamil hain.",5.0,Llama,Hindi,ECT,5,5.0,
R_9nVeIBvy0IFPBDx,9,"`other attractions mein chaar museum, ek sculpture ground aur ek open air stage shamil hain.",5.0,Llama,Hindi,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,"`anya attractions mein se the kaafi museums, ek sculpture park aur ek open air amphitheatre shaamil hain.",5.0,Llama,English,ECT,3,1.0,"other attractions mein kaafi museums, ek sculpture ground aur ek open air amphitheatre shamil hain."
R_9nVeIBvy0IFPBDx,9,"`anya attractions mein se the kaafi museums, ek sculpture park aur ek open air amphitheatre shaamil hain.",5.0,Llama,English,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,"`Abhi tak, unhone Mahatma Gandhi ko inquiry karni ka permission diya tha, lekin phir se usne iske alawa aur bhi kuchh kaha.",11.0,Llama,English,ECT,3,1.0,"Abhi tak, unhone Mahatma Gandhi ko inquiry karni ka permission diya tha, lekin phir se unhone iske alawa aur bhi kuchh kaha"
R_9nVeIBvy0IFPBDx,9,"`Abhi tak, unhone Mahatma Gandhi ko inquiry karni ka permission diya tha, lekin phir se usne iske alawa aur bhi kuchh kaha.",11.0,Llama,English,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,`employee ka contract khataam hone ke baad uski services theek se band kar di gayi.,8.0,Llama,English,ECT,5,5.0,
R_9nVeIBvy0IFPBDx,9,`employee ka contract khataam hone ke baad uski services theek se band kar di gayi.,8.0,Llama,English,ECT,2,4.0,
R_14xYsMxFsyiTozf,9,"`lekin har koi ye nahi jaante hain ki unity ka matlab to राजनीतिक एकता hi nahin hain jo logon ko lagu kiya ja sake, matlab yeh hai ki लोगोंको बात होनी chahiye.",2.0,Llama,English,Matrix,2,1.0,"lekin har koi ye nahi jaanta hai ki unity ka matlab to राजनीतिक एकता hi nahin hai jo logon ko lagu kiya ja sake, matlab yeh hai ki logon ki बात होनी chahiye"
R_9nVeIBvy0IFPBDx,9,"`lekin har koi ye nahi jaante hain ki unity ka matlab to राजनीतिक एकता hi nahin hain jo logon ko lagu kiya ja sake, matlab yeh hai ki लोगोंको बात होनी chahiye.",2.0,Llama,English,Matrix,2,2.0,
R_14xYsMxFsyiTozf,9,`At bैठक mei apne अनुरोध किया की वो Krishan Sikand ko chhod de.,29.0,Llama,English,Matrix,2,1.0, bैठक mei apne अनुरोध किया ki वो Krishan Sikand ko chhod dein
R_9nVeIBvy0IFPBDx,9,`At bैठक mei apne अनुरोध किया की वो Krishan Sikand ko chhod de.,29.0,Llama,English,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,`In January 1943 mein usne 26 January ke नये स्वाधीनता दिवस पर शुरु होने वाले अपने कार्यक्रमों की घोषणा की.,16.0,Llama,English,Matrix,1,1.0,January 1943 mein usne 26 January ke नये स्वाधीनता दिवस पर शुरु होने वाले अपने कार्यक्रमों की घोषणा की
R_9nVeIBvy0IFPBDx,9,`In January 1943 mein usne 26 January ke नये स्वाधीनता दिवस पर शुरु होने वाले अपने कार्यक्रमों की घोषणा की.,16.0,Llama,English,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,`agar hum aaj sacrifice karte hain to uska results future ke generations ko milega aur unhe enjoy karna milta hai.,15.0,Llama,Hindi,Matrix,1,1.0,agar hum aaj sacrifice karte hain to uska results future ke generations ko milega aur woh enjoy kar sakte hain
R_9nVeIBvy0IFPBDx,9,`agar hum aaj sacrifice karte hain to uska results future ke generations ko milega aur unhe enjoy karna milta hai.,15.0,Llama,Hindi,Matrix,3,3.0,
R_14xYsMxFsyiTozf,9,`karmanai ke contract ki cessation par uske sevayen rod ddi gayi.,8.0,Llama,Hindi,Matrix,2,1.0,
R_9nVeIBvy0IFPBDx,9,`karmanai ke contract ki cessation par uske sevayen rod ddi gayi.,8.0,Llama,Hindi,Matrix,2,2.0,
R_14xYsMxFsyiTozf,9,`Small birds aur squirrels to specially bani hain jaise ki bille ki liye appear karte hain.,12.0,Llama,Hindi,Matrix,1,1.0,Small birds aur squirrels to  billi ki liye specially bani hain 
R_9nVeIBvy0IFPBDx,9,`Small birds aur squirrels to specially bani hain jaise ki bille ki liye appear karte hain.,12.0,Llama,Hindi,Matrix,2,2.0,
R_14xYsMxFsyiTozf,9,`karmachaari ke karar ki samapti par uski sevaen radh kar di gayi.,8.0,Mistral,Hindi,Baseline,5,5.0,
R_9nVeIBvy0IFPBDx,9,`karmachaari ke karar ki samapti par uski sevaen radh kar di gayi.,8.0,Mistral,Hindi,Baseline,2,2.0,
R_14xYsMxFsyiTozf,9,`lekin sab logon ko abhi ye baat janchhi nahi ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,Mistral,Hindi,Baseline,5,5.0,
R_9nVeIBvy0IFPBDx,9,`lekin sab logon ko abhi ye baat janchhi nahi ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,Mistral,Hindi,Baseline,2,2.0,
R_14xYsMxFsyiTozf,9,`yeh maan jalte dhvajon ka pratinidhit karte hain jo is tarah ke sandarbh mein pehle baar prayukt the.,6.0,Mistral,Hindi,Baseline,3,1.0,yeh maan un jalte dhvajon ka pratinidhit karte hain jo is tarah ke sandarbh mein pehle baar prayukt the
R_9nVeIBvy0IFPBDx,9,`yeh maan jalte dhvajon ka pratinidhit karte hain jo is tarah ke sandarbh mein pehle baar prayukt the.,6.0,Mistral,Hindi,Baseline,1,1.0,
R_14xYsMxFsyiTozf,9,`employee ka contract khatam hoane ke baad unka kaam chhod diya gaya.,8.0,Mistral,English,Baseline,2,1.0,employee ka contract khatam hoane ke baad unka kaam samaapt kar diya gaya
R_9nVeIBvy0IFPBDx,9,`employee ka contract khatam hoane ke baad unka kaam chhod diya gaya.,8.0,Mistral,English,Baseline,3,4.0,
R_14xYsMxFsyiTozf,9,`yeh value pehle baar is context mein use hue jaane wale jale hue prachar (flags) ki sankhya dikhaati hai.,6.0,Mistral,English,Baseline,5,2.0,
R_9nVeIBvy0IFPBDx,9,`yeh value pehle baar is context mein use hue jaane wale jale hue prachar (flags) ki sankhya dikhaati hai.,6.0,Mistral,English,Baseline,2,3.0,
R_14xYsMxFsyiTozf,9,"`meeting mein, applicant ne yeh maang kiya ki wo Krishan Sikand se chhod jaaye.",29.0,Mistral,English,Baseline,1,1.0,"meeting mein, applicant ne yeh maang kiya ki wo Krishan Sikand ko chhod de"
R_9nVeIBvy0IFPBDx,9,"`meeting mein, applicant ne yeh maang kiya ki wo Krishan Sikand se chhod jaaye.",29.0,Mistral,English,Baseline,2,3.0,
R_14xYsMxFsyiTozf,9,"`kuch systeme japaan-koriya, english-koriya ke liye limited vocabulary ke liye banaye gaye hain.",18.0,Mistral,Hindi,ECT,5,5.0,
R_9nVeIBvy0IFPBDx,9,"`kuch systeme japaan-koriya, english-koriya ke liye limited vocabulary ke liye banaye gaye hain.",18.0,Mistral,Hindi,ECT,3,4.0,
R_14xYsMxFsyiTozf,9,`antagonistic payment balance is a common trend in developing countries.,7.0,Mistral,Hindi,ECT,5,5.0,
R_9nVeIBvy0IFPBDx,9,`antagonistic payment balance is a common trend in developing countries.,7.0,Mistral,Hindi,ECT,4,4.0,
R_14xYsMxFsyiTozf,9,"`janvary, 1943 me unhen 26 tariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,Mistral,Hindi,ECT,2,1.0,"janvary, 1943 me unhonen 26 tariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki."
R_9nVeIBvy0IFPBDx,9,"`janvary, 1943 me unhen 26 tariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,Mistral,Hindi,ECT,1,1.0,
R_14xYsMxFsyiTozf,9,"`mere bolne mein delay, jo pehle kaam ka sawaal thi, abh chhoti si khushiyon ki baat ban gayi hai.",3.0,Mistral,English,ECT,2,1.0,"mere bolne mein delay, jo pehle kaam ka sawaal tha, abh chhoti si khushiyon ki baat ban gayi hai"
R_9nVeIBvy0IFPBDx,9,"`mere bolne mein delay, jo pehle kaam ka sawaal thi, abh chhoti si khushiyon ki baat ban gayi hai.",3.0,Mistral,English,ECT,1,1.0,
R_14xYsMxFsyiTozf,9,"`India ka claim hai 111 enclaves, jo 17,000 acre se zyada bharat ke aapne territory mein hain, lekin Bangladesh ke khayal se bahar hain.",27.0,Mistral,English,ECT,1,1.0,"`India ka claim hai 111 enclaves, jo 17,000 acre se zyada bharat ke apne territory mein hain, lekin Bangladesh ke khayal se bahar hain.`,"
R_9nVeIBvy0IFPBDx,9,"`India ka claim hai 111 enclaves, jo 17,000 acre se zyada bharat ke aapne territory mein hain, lekin Bangladesh ke khayal se bahar hain.",27.0,Mistral,English,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,`adverse balance of payment (aam bhi) developing countries mein dekha jaata hai.,7.0,Mistral,English,ECT,3,3.0,
R_9nVeIBvy0IFPBDx,9,`adverse balance of payment (aam bhi) developing countries mein dekha jaata hai.,7.0,Mistral,English,ECT,3,3.0,
R_14xYsMxFsyiTozf,9,"`aaj tak jyada si kiya hai jyada si jyapan-korea, english-korea ki pranaaliyon ka, lekin unka vocabulary sirf seimit hai.",18.0,Mistral,English,Matrix,1,1.0,
R_9nVeIBvy0IFPBDx,9,"`aaj tak jyada si kiya hai jyada si jyapan-korea, english-korea ki pranaaliyon ka, lekin unka vocabulary sirf seimit hai.",18.0,Mistral,English,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,`January 1943 mein usne 26 January ko aane wale **swadhinata divas** par apne **naye** **ghoshana** aur **karyakram** ka **shuru** karne ka **ghoshana** kiya.,16.0,Mistral,English,Matrix,2,1.0,January 1943 mein usne 26 January ko aane wale **swadhinata divas** par apne **naye** **ghoshana** aur **karyakram** ki **shuru** karne ki **ghoshana** ki
R_9nVeIBvy0IFPBDx,9,`January 1943 mein usne 26 January ko aane wale **swadhinata divas** par apne **naye** **ghoshana** aur **karyakram** ka **shuru** karne ka **ghoshana** kiya.,16.0,Mistral,English,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,"`yeh to sirf ek bas hai, is process ka ek hi drishya pratinidhit karne ka.",13.0,Mistral,English,Matrix,2,1.0,"yeh to sirf ek bas hai, is process ki ek hi drishya pratinidhit karne ka"
R_9nVeIBvy0IFPBDx,9,"`yeh to sirf ek bas hai, is process ka ek hi drishya pratinidhit karne ka.",13.0,Mistral,English,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,"`supposedly unke paas poor logon ke liye baat karne ka hai, isliye unki awaaz zyada suni jati hai.",1.0,Mistral,Hindi,Matrix,2,1.0,"supposedly unko poor logon se baat karne aata hai, isliye unki awaaz zyada suni jati hai"
R_9nVeIBvy0IFPBDx,9,"`supposedly unke paas poor logon ke liye baat karne ka hai, isliye unki awaaz zyada suni jati hai.",1.0,Mistral,Hindi,Matrix,1,1.0,
R_14xYsMxFsyiTozf,9,`adverse payment balance developing countries mein ek common trend hai.,7.0,Mistral,Hindi,Matrix,5,5.0,
R_9nVeIBvy0IFPBDx,9,`adverse payment balance developing countries mein ek common trend hai.,7.0,Mistral,Hindi,Matrix,3,3.0,
R_14xYsMxFsyiTozf,9,"`aur attractions mein chaa museums, ek sculpture ground aur ek open air amphitheatre shamil hain.`",5.0,Mistral,Hindi,Matrix,5,5.0,
R_9nVeIBvy0IFPBDx,9,"`aur attractions mein chaa museums, ek sculpture ground aur ek open air amphitheatre shamil hain.`",5.0,Mistral,Hindi,Matrix,4,4.0,
R_24WSse5SIkyTSo1,10,hamare desh me sab kuchh possible he .,,Human,N/A,Human_Ref,4,5.0,Possible - kuch bhi ho sakta hai
R_2hKz5VxjDecqkmE,10,hamare desh me sab kuchh possible he .,,Human,N/A,Human_Ref,5,3.0,
R_9DRSOTuwM1XxTig,10,hamare desh me sab kuchh possible he .,,Human,N/A,Human_Ref,5,5.0,
R_24WSse5SIkyTSo1,10,"`Working on a Sunday, chand rupye kamaane ke liye insaan apni khushiyon ka bhi sauda kar leta hai.",,Human,N/A,Human_Ref,2,4.0,Working on a Sunday ---Sunday ko kaam kar ke
R_2hKz5VxjDecqkmE,10,"`Working on a Sunday, chand rupye kamaane ke liye insaan apni khushiyon ka bhi sauda kar leta hai.",,Human,N/A,Human_Ref,2,1.0,The English seems quite unnatural in the sentence.
R_9DRSOTuwM1XxTig,10,"`Working on a Sunday, chand rupye kamaane ke liye insaan apni khushiyon ka bhi sauda kar leta hai.",,Human,N/A,Human_Ref,4,4.0,
R_24WSse5SIkyTSo1,10,"`i was always like ,  mere luncher paaji aayengey ,  zaroor aayengey .",,Human,N/A,Human_Ref,1,1.0,I was always like - mujhe vishwas tha khaane pe
R_2hKz5VxjDecqkmE,10,"`i was always like ,  mere luncher paaji aayengey ,  zaroor aayengey .",,Human,N/A,Human_Ref,4,4.0,
R_9DRSOTuwM1XxTig,10,"`i was always like ,  mere luncher paaji aayengey ,  zaroor aayengey .",,Human,N/A,Human_Ref,3,2.0,
R_24WSse5SIkyTSo1,10,`in is english hindi english shabdkosh mein aap aasan se hindi aur english shabd ke arth dhund sakte hain.,22.0,Gemma,Hindi,Baseline,5,5.0,Aasan--- aasani
R_2hKz5VxjDecqkmE,10,`in is english hindi english shabdkosh mein aap aasan se hindi aur english shabd ke arth dhund sakte hain.,22.0,Gemma,Hindi,Baseline,3,3.0,
R_9DRSOTuwM1XxTig,10,`in is english hindi english shabdkosh mein aap aasan se hindi aur english shabd ke arth dhund sakte hain.,22.0,Gemma,Hindi,Baseline,1,1.0,
R_24WSse5SIkyTSo1,10,"`jahaan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,Baseline,4,5.0,
R_2hKz5VxjDecqkmE,10,"`jahaan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,Baseline,2,2.0,
R_9DRSOTuwM1XxTig,10,"`jahaan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,Baseline,3,1.0,
R_24WSse5SIkyTSo1,10,"`anya aakarshanon mein char sangrahalay, ek moorti-kala maidan aur ek khuli hava ka rang Manch shamil hain.",5.0,Gemma,Hindi,Baseline,3,1.0,"Sangrahalay -- museum, khuli hava rangmanch--- open air theatre"
R_2hKz5VxjDecqkmE,10,"`anya aakarshanon mein char sangrahalay, ek moorti-kala maidan aur ek khuli hava ka rang Manch shamil hain.",5.0,Gemma,Hindi,Baseline,4,2.0,
R_9DRSOTuwM1XxTig,10,"`anya aakarshanon mein char sangrahalay, ek moorti-kala maidan aur ek khuli hava ka rang Manch shamil hain.",5.0,Gemma,Hindi,Baseline,1,1.0,
R_24WSse5SIkyTSo1,10,"`chhoti chiri, squirrels aur mice jaise dikha rahe hain ki cat ke diet ke liye specially banaye gaye hain.",12.0,Gemma,English,Baseline,4,1.0,"Mice- choohe,  cat-  billi"
R_2hKz5VxjDecqkmE,10,"`chhoti chiri, squirrels aur mice jaise dikha rahe hain ki cat ke diet ke liye specially banaye gaye hain.",12.0,Gemma,English,Baseline,5,4.0,
R_9DRSOTuwM1XxTig,10,"`chhoti chiri, squirrels aur mice jaise dikha rahe hain ki cat ke diet ke liye specially banaye gaye hain.",12.0,Gemma,English,Baseline,2,2.0,
R_24WSse5SIkyTSo1,10,`system ko ek responsible media aur ek vigilant society par depend karta hai.,23.0,Gemma,English,Baseline,4,2.0,"Vigilant society --- satark samaj,  depend -- nirbhar"
R_2hKz5VxjDecqkmE,10,`system ko ek responsible media aur ek vigilant society par depend karta hai.,23.0,Gemma,English,Baseline,4,3.0,Vigilant doesn’t seem natural. I would use a simpler English word.
R_9DRSOTuwM1XxTig,10,`system ko ek responsible media aur ek vigilant society par depend karta hai.,23.0,Gemma,English,Baseline,3,3.0,
R_24WSse5SIkyTSo1,10,`jaha raja aur desh milte hain waha alternative ka sawal hi nahi uthta.,10.0,Gemma,English,Baseline,4,4.0,Sawal -- prashn
R_2hKz5VxjDecqkmE,10,`jaha raja aur desh milte hain waha alternative ka sawal hi nahi uthta.,10.0,Gemma,English,Baseline,2,1.0,
R_9DRSOTuwM1XxTig,10,`jaha raja aur desh milte hain waha alternative ka sawal hi nahi uthta.,10.0,Gemma,English,Baseline,3,3.0,
R_24WSse5SIkyTSo1,10,`pratikul bhu-gtaan santolun vikas-sheel deshon mein ek common trend hai.,7.0,Gemma,Hindi,ECT,1,1.0,I will not use pratikul bhugtaan
R_2hKz5VxjDecqkmE,10,`pratikul bhu-gtaan santolun vikas-sheel deshon mein ek common trend hai.,7.0,Gemma,Hindi,ECT,4,4.0,
R_9DRSOTuwM1XxTig,10,`pratikul bhu-gtaan santolun vikas-sheel deshon mein ek common trend hai.,7.0,Gemma,Hindi,ECT,2,1.0,
R_24WSse5SIkyTSo1,10,"`jahan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,ECT,2,4.0,
R_2hKz5VxjDecqkmE,10,"`jahan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,ECT,3,3.0,
R_9DRSOTuwM1XxTig,10,"`jahan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.",10.0,Gemma,Hindi,ECT,2,2.0,
R_24WSse5SIkyTSo1,10,`iskee madhyam se membership ka pratisthan tatha samaaj ka bhoutik anurakshan jaise  ho jayega.,17.0,Gemma,Hindi,ECT,1,1.0,Sentence is unclear and incorrect 
R_2hKz5VxjDecqkmE,10,`iskee madhyam se membership ka pratisthan tatha samaaj ka bhoutik anurakshan jaise  ho jayega.,17.0,Gemma,Hindi,ECT,5,4.0,
R_9DRSOTuwM1XxTig,10,`iskee madhyam se membership ka pratisthan tatha samaaj ka bhoutik anurakshan jaise  ho jayega.,17.0,Gemma,Hindi,ECT,1,1.0,
R_24WSse5SIkyTSo1,10,`bachchon ko unke buzurgon se poochna chahiye  nearby villages ya towns ke naam.,26.0,Gemma,English,ECT,1,1.0,Nearby  villages and towns -- aaspas ke gaon aur shahron 
R_2hKz5VxjDecqkmE,10,`bachchon ko unke buzurgon se poochna chahiye  nearby villages ya towns ke naam.,26.0,Gemma,English,ECT,3,2.0,“Nearby” doesn’t feel natural
R_9DRSOTuwM1XxTig,10,`bachchon ko unke buzurgon se poochna chahiye  nearby villages ya towns ke naam.,26.0,Gemma,English,ECT,2,2.0,
R_24WSse5SIkyTSo1,10,`this site mein English se Hindi dictionary aur Hindi se English dictionary dono hai.,22.0,Gemma,English,ECT,1,1.0,This site -- iss site 
R_2hKz5VxjDecqkmE,10,`this site mein English se Hindi dictionary aur Hindi se English dictionary dono hai.,22.0,Gemma,English,ECT,5,5.0,
R_9DRSOTuwM1XxTig,10,`this site mein English se Hindi dictionary aur Hindi se English dictionary dono hai.,22.0,Gemma,English,ECT,3,4.0,
R_24WSse5SIkyTSo1,10,"`but incident ke baad, the Upara city boys and girls ne mujhe admiraation se dekha.",9.0,Gemma,English,ECT,1,1.0,"Boys and girls -- ladke aur ladkiyon
City -- shahr
ad"
R_2hKz5VxjDecqkmE,10,"`but incident ke baad, the Upara city boys and girls ne mujhe admiraation se dekha.",9.0,Gemma,English,ECT,2,1.0,
